species	Run01_soil_barcode01	Run01_soil_barcode02	Run01_soil_barcode03	Run01_soil_barcode04	Run01_soil_barcode05	Run01_soil_barcode06	Run01_soil_barcode07	Run01_soil_barcode08	Run01_soil_barcode09	Run01_soil_barcode10	Run01_soil_barcode11	Run01_soil_barcode12	Run01_soil_barcode13	Run01_soil_barcode14	Run01_soil_barcode15	Run01_soil_barcode16	Run01_soil_barcode17	Run01_soil_barcode18	Run01_soil_barcode19	Run01_soil_barcode20	Run01_soil_barcode21	Run01_soil_barcode22	Run01_soil_barcode23	Run01_soil_barcode24	Run02_soil_barcode01	Run02_soil_barcode02	Run02_soil_barcode03	Run02_soil_barcode04	Run02_soil_barcode05	Run02_soil_barcode06	Run02_soil_barcode07	Run02_soil_barcode08	Run02_soil_barcode09	Run02_soil_barcode10	Run02_soil_barcode11	Run02_soil_barcode12	Run02_soil_barcode13	Run02_soil_barcode14	Run02_soil_barcode15	Run02_soil_barcode16	Run02_soil_barcode17	Run02_soil_barcode18	Run02_soil_barcode19	Run02_soil_barcode20	Run02_soil_barcode21	Run02_soil_barcode22	Run03_swab_barcode01	Run03_swab_barcode02	Run03_swab_barcode03	Run03_swab_barcode04	Run03_swab_barcode05	Run03_swab_barcode06	Run03_swab_barcode07	Run03_swab_barcode08	Run03_swab_barcode09	Run03_swab_barcode10	Run03_swab_barcode11	Run03_swab_barcode12	Run03_swab_barcode13	Run03_swab_barcode14	Run03_swab_barcode15	Run03_swab_barcode16	Run03_swab_barcode17	Run03_swab_barcode18	Run03_swab_barcode19	Run03_swab_barcode20	Run03_swab_barcode21	Run03_swab_barcode22	Run03_swab_barcode23	Run03_swab_barcode24	Run04_swab_barcode01	Run04_swab_barcode02	Run04_swab_barcode03	Run04_swab_barcode04	Run04_swab_barcode05	Run04_swab_barcode06	Run04_swab_barcode07	Run04_swab_barcode08	Run04_swab_barcode09	Run04_swab_barcode10	Run04_swab_barcode11	Run04_swab_barcode12	Run04_swab_barcode13	Run04_swab_barcode14	Run04_swab_barcode15	Run04_swab_barcode16	Run04_swab_barcode17	Run04_swab_barcode18	Run04_swab_barcode19	Run04_swab_barcode20	Run04_swab_barcode21	Run04_swab_barcode22	Run04_swab_barcode23	Run05_fecal_barcode01	Run05_fecal_barcode02	Run05_fecal_barcode03	Run05_fecal_barcode04	Run05_fecal_barcode05	Run05_fecal_barcode06	Run05_fecal_barcode07	Run05_fecal_barcode08	Run05_fecal_barcode09	Run05_fecal_barcode10	Run05_fecal_barcode11	Run05_fecal_barcode12	Run05_fecal_barcode13	Run05_fecal_barcode14	Run05_fecal_barcode15	Run05_fecal_barcode16	Run05_fecal_barcode17	Run05_fecal_barcode18	Run05_fecal_barcode19	Run05_fecal_barcode20	Run06_fecal_barcode01	Run06_fecal_barcode02	Run06_fecal_barcode03	Run06_fecal_barcode04	Run06_fecal_barcode05	Run06_fecal_barcode06	Run06_fecal_barcode07	Run06_fecal_barcode08	Run06_fecal_barcode09	Run06_fecal_barcode10	Run06_fecal_barcode11	Run06_fecal_barcode17	Run06_fecal_barcode18	Run06_fecal_barcode19	Run06_fecal_barcode20	Run06_fecal_barcode21	Run06_fecal_barcode22	Run06_fecal_barcode23	Run06_fecal_barcode24	Run07_fecal_barcode09	Run07_fecal_barcode10	Run07_fecal_barcode11	Run07_fecal_barcode12	Run07_fecal_barcode13	Run07_fecal_barcode14	Run07_fecal_barcode15	Run07_fecal_barcode16	Run07_fecal_barcode17	Run07_fecal_barcode18	Run07_fecal_barcode19	Run07_fecal_barcode20	Run07_fecal_barcode21	Run07_fecal_barcode22	Run07_fecal_barcode23	Run07_fecal_barcode24
Caldilinea aerophila												55.98959631683322			35.004578235778176							13.023255411156333			13.013067037676386												29.81283642216039					22.82471950743042																																																																																																										
Caldimicrobium rimae									14.033020622051385																																																																																																																																											
Caldimonas hydrothermale	22.907417083682045	19.966762226825182				21.703533551805386			39.77102565861322		26.445481743187297	36.591598318989426		19.091679626835397	16.125410503542252			24.724731400211827	27.552757685524234	39.89698134614285			18.52867789547261		30.115615619219923			18.77503234324765						14.481976515592132		20.83574650327997	35.227005087076776			38.5676690956156		21.446492179849194	30.35276857724916		14.469030125619776																																																																																																							
Caldovatus sediminis						11.998489995434802						27.85869938623734			37.39340065786122			11.999862614795186																																																																																																																																		
Calorithrix insularis									32.93757369241639											15.32583221338592							48.99987023041172							19.000055628748648	18.227179890320986	22.97286696386932	15.000230448428136			22.150089690918072		27.201418251123933	18.003468035367728																																																																																																									
Calothrix parietina	12.928134498122668	36.535761764911854	17.262601509651493						18.271931825936896		16.03553943679377			12.689274279932375				38.96711852145816	10.420500040293364	13.781972070886235		23.88388806248878			20.07319862366389							24.239395500194654					12.796678754913444					28.464377217887648		12.07535197301451																																																																																																								
Calothrix sp. 336/3											30.23871979077296			25.756028497837587		38.657180717597626		17.531261051147894			45.943837460216635		45.08728860269575									94.33021179171469			29.440734237133004																																																																																																																	
Calothrix sp. NIES-2098												11.173048758056677			29.545068156311412																																																																																																																																					
Calothrix sp. NIES-4071	29.39885728849368	55.65674009871501	31.29556110179304			15.60392114358362			35.12056886245356		26.63703906996221	21.04094019859533		34.318160215886174	18.47846993770129			98.06317525737602	26.5296879167071	24.75540779651492		54.32736706352087			14.884808003066418				24.0		16.319064712100364	13.195968462249176					19.233942629807785					62.779292372135814	32.366927035182876	37.17500594025793										0.9999999714432112																	21.736478430776714					22.710661936618735																																																																								
Calothrix sp. PCC 7507	14.8636347115701					38.96935737659968			18.055375692914886		15.230512265818454	83.77296370250811			105.06769678793384			27.916975283463675	18.988484713747102	21.988363822983484		30.75319283779089	17.976515617513808	19.38354238786356																		22.236449766628922																													19.596973196803823																																																																													
Campylobacter coli																																																																								24.5																																																																												
Campylobacter concisus																																																										22.0													11.0						16.0																																																																				171.42595422907166			
Campylobacter curvus																																																																																																																																																	10.175284928978412			
Campylobacter gracilis																																																										40.0								77.0					13.0					22.0									34.0																																																												175.94634345815223			
Campylobacter hominis																																																																																														333.99999999999784			22.0							29.0					63.0			30.0		125.99999999999956	35.0			42.0	584.0000000000634			81.00000000000001					254.99712826506408					1017.0	8869.529114483079						18.0		56.76909463670161					16.002295750158012		
Campylobacter jejuni																																																																								24.5																																																																												
Campylobacter showae																																																																		35.0																			26.0																																																												212.98952270892968			
Campylobacter troglodytis																																																																																																																																																				256.56987664408643
Campylobacter upsaliensis																																																																																																																																																				62.4301230876309
Campylobacter ureolyticus																																																		29.0								20.0				403.0		180.0												114.0					587.0													29.0																								22.0														15.0	533.1190470341267	12.0														
Candidatus Babela massiliensis				13.0					12.0			17.0								12.0				11.0	16.0		50.0	15.0	31.0		16.0	17.0				38.0	37.0			27.0		20.0	23.0	13.0																																																																																																								
Candidatus Carsonella ruddii																																																																																	69.8734303028407																																																																			
Candidatus Endolissoclinum faulkneri																																															1.0																																		13.964656710772973																																																																			
Candidatus Endomicrobium trichonymphae																									34.125633837370835		14.902256034286209							20.513368679352745								11.89875260733718	10.093052865547671																																																																																																									
Candidatus Evansia muelleri																																																																																	42.34998846001055																																																																			
Candidatus Fokinia solitaria																																																																																	18.831661049840623																																																																			
Candidatus Gracilibacteria bacterium HOT-871												26.99999999990669															30.999999999999947	11.0	23.999303148063944					10.0	16.0	22.999999999550344	10.510788752542247			16.0																																																																																																									11.0			
Candidatus Izimaplasma sp. HR1																																																																																																																							34.99899803483117																	21.92565081782082												
Candidatus Koribacter versatilis	45.7071152879176	47.34892858620291	18.380607693848294	28.783702424148817		47.37398150815389	68.16757246280056	38.73179473670761	99.64403510448057	30.225731463284323	48.29032168394806	19.921505104603266		34.01647620681836	29.374775899046373	29.62952406778624	16.885094249819204		35.68053432926933	71.5714625154861	37.20615177488678	103.51680594252716	54.796068590141104	43.610334785234	76.42772499182837		16.62230593006409	58.485575300638196			17.48275264625001	13.304787237580431	14.00876551059776	17.49087922839669			19.218884905915502	61.062155261916885	53.4335640413587	56.60180772859757	15.78894455906358	95.48023460342928	60.65236904106404	60.43773412677603	30.865200288311424																																						19.0																																																																	
Candidatus Kuenenia stuttgartiensis	23.998723367688985	25.0000000000005		22.9999622358372		28.999997686095554	31.635110473875212		86.31435904416634		19.99519809736764	22.00000000102913			41.92558792484943		29.999999999998394		36.999999999999744	41.94765645210098		24.000002212692397			25.846657868723288		36.00080302761404	26.29385360541236						43.678020817899764	22.000000130647386	32.26797498310366	13.999995765760545			44.700438576721794		49.00312038038572	33.00000000162353	37.16668766463192																																																																																																								
Candidatus Liberibacter africanus		22.67711424866083	40.87040416946208	27.56440367165967		50.54466160128729					75.13696217637082			161.03301831824174		85.76275733798688		31.89497222198782	70.85322687454129		28.61842125770439		24.544684649098826			71.04809723085644			62.45308325503684							54.53883446548329	51.13180005166893				38.66617557682022			76.61185130639495																																	1.3902073700272624				1017.1999223456368	30.979482145851197																																																																		
Candidatus Liberibacter americanus																																																																																	8126.162562700835	135.06068959920358																				42.1203822794284				41.775915206756615																																		30.79614169515991								31.52994553830429
Candidatus Liberibacter asiaticus																																																																																	11.393536642533686																																																																			
Candidatus Liberibacter solanacearum																																																																																	130.9351262086354																																																																			
Candidatus Methylopumilus turicensis																15.929471994536204		33.0604853022232	16.174653085171453								15.013700103263353		55.82520472679428					16.558277061280695	36.3623170996868	15.594483978031215	52.638500023568724				10.957503880211586				21.82899985953505																																																																																																							
Candidatus Nardonella dryophthoridicola																																																																																	72.16836174353078																																																																			
Candidatus Nasuia deltocephalinicola																																																																																	125.78678385349001																																																																			
Candidatus Nitrospira inopinata	13.017294999706442			14.290675758705662		15.114355477633202			19.916341219211347						22.771695299053782	15.088060318728552	14.619023418066876	16.641578734497667	18.58919442293051	18.390253509626213		16.936587821777465												14.59419178588091	13.396494598055053		22.257355239036908	24.538664283395605		26.728635145081274		18.974166142996204	16.62030357610206																																																																																																									
Candidatus Nucleicultrix amoebiphila																																																																																		21.0																																																																		
Candidatus Paracaedibacter acanthamoebae				12.999999946755375							16.0	13.00990329166148							11.998740796007874				14.999989767454894						18.999999204107393								20.999997393045522							42.00016144269457	18.0																																																																																																							
Candidatus Pelagibacter ubique																																																																																	34.25419996156852																																																																			
Candidatus Phytoplasma ziziphi																																																																																	141.10018602705154																																																																			
Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20	13.0			30.9999999999177		16.000000000000338	18.0		17.0		43.0	858.031883881937		23.0	35.999999999990635	24.99999980160301		15.568485721671165	40.0	13.999999999999998	13.0				49.0	18.0	60.99998147166441	49.0	40.0			10.0		27.99999999997439	41.00000000028954	57.999999436136214	86.50992525503557	23.0	11.0	16.0	11.0	19.0		13.0	10.0																										14.0										17.0																																																																			
Candidatus Saccharibacteria bacterium oral taxon 488																																																										11.000000000260872																																																																																										
Candidatus Saccharibacteria bacterium oral taxon 955				30.000000000082288		24.000000006680928					27.0	52.56981620961093	31.000000000000004			34.00000019839604		23.43151427832864	19.000000000000046					14.0			19.00001851194508	60.99999999999999								68.5864119144632	36.761985462827646							26.0	44.0													20.249707050577992													27.0		17.0			20.441988682621115																																																																								
Candidatus Saccharibacteria bacterium oral taxon 957												30.636814209492933																								20.413587594972668	28.72859870541195																					42.750292949161135																					14.0			24.0																										23.0																																					14.000000000121375			
Candidatus Saccharimonas aalborgensis												42.76471101194469																									10.99949057672481																																							13.558011317378893																																																																								
Candidatus Solibacter usitatus	307.0	367.0872505020084	53.0	180.00607558594035	13.0	325.00000000000284	178.99999999991496	186.0	580.0753500358181	66.0	273.00565713241537	183.0	36.0	232.00000000000003	447.0	207.0	71.0	153.00000136748037	241.0	665.0994745050103	100.82068663799154	561.2881584793704	350.678150942174	273.5105865823798	736.0002825406099	98.0	247.9999961146268	304.0	54.0	27.0	90.0	169.96132447253538	106.0	322.58706390855184	123.0	166.65849951242353	349.7591637137876	278.0	168.0000000000003	533.8897949447701	111.0	498.9997116983358	281.0	242.00000225268928	146.00165614037437									1.0																	34.0					13.0	10.0				24.0		25.0																																																																	
Candidimonas bauzanensis																																		21.0	18.0	35.33232680703678	46.9960138409472																																							19.0																																																																								
Capnocytophaga gingivalis																																																										15.491675506553399								68.42262115079706																			29.167001142094502		13.000000000000002																																																										999.4336310142976			
Capnocytophaga granulosa																																																										40.508324493446594								16.577378849202915																			18.832998857905512																																																												969.9039809949196			
Capnocytophaga leadbetteri																																																										14.0																																																																																							442.5926651817894			
Capnocytophaga sp. ChDC OS43																																																																																																																																																	16.702168405174717			
Capnocytophaga sp. oral taxon 864																																																																																																																																																	32.61955541525836			
Capnocytophaga sputigena																																																										12.999999999999998																																																																																							219.6426991095549			
Caproiciproducens galactitolivorans																																																																								10.680051873797163																																				14.876987047468045						67.46421340339529			90.24801182691202	129.6118189540477	111.23201728420716	90.78706268082493		50.313007275720786		106.91314933308935			249.61081535381425						154.29726132589298	83.68776120697795		152.54737581883194	17.34929632678354		22.186229319539112				59.039666591151416	249.61463046838333		24.14917819153933		332.9770267432985
Caproiciproducens sp. NJN-50																																																																																																	12.015830032184665						21.29359167184232					25.83093328250382						14.507711943766461		17.414910773177656	19.880178909779453	21.09016233667173	21.49128806239175	37.88669852168681		33.26551659920117		11.707170472344112			57.98356832342185						31.62178369940635	21.549387517934846		153.0479747664496				22.361257518932113			22.148361868228896	188.8013736447176		35.656889011685855		369.1319251288569
Carboxylicivirga mesophila																																																																																																																																								28.991067291897544												
Cardiobacterium hominis																																																										49.0																							18.0																																																																19.0			
Cardiobacterium valvarum																																																																																																																																																	13.999999999999991			
Carnobacterium inhibens																																																																							29.0																																																																													
Carnobacterium mobile																																																																																		11.0																																																																		
Carnobacterium sp. 17-4																																																				63.0																				594.0																																																																												
Caryophanon tenue																																															1.0																																																																																																					
Casaltella massiliensis																																																																																																													14.0									11.000020130215676									34.180173508535745						525.0787981800756						22.000000000005766									26.000000000000096
Catabacter hongkongensis														28.159404133827234																																																																											14.0					13.604373053276829		34.077162707172										12.273797249818982		20.161444680881466						22.731071158017283		17.50566184429018	21.745279362452397	93.39107999401458	62.21306404039108	29.49346882376959		42.154937261885244		30.612138131004013			283.4245296922482		16.06664376310522				23.52338859184829	36.111482675656966		134.91255697863969	42.2374689024049		27.25333759991209				41.65207070022819	54.08680972993335		31.77759784756453		43.87730816882018
Catenibacterium mitsuokai																																																																																																18.0	24.0	21.0													21.0			25.0	33.0	14.999999999999998	72.0		10.0	185.0		21.0			18.000000104520762			51.9999765961055		14.0				49.0	99.99999963677529	168.9999997870448	177.9992855032011		184.98041745720016		71.0000000192105		232.00013470055382	79.00011807699343			166.1351376284403	
Catenuloplanes niger												84.88493516134636			35.85764658287889																											27.070897367582134																																																																																																										
Catonella morbi																																																																		25.0																			12.0																																																												14.999999140626235			
Caulobacter flavus		16.19946097882951									16.387413964767795	21.78161902520005		28.74452698409335					53.85572473426033	23.027513531026134			10.084731266978217					21.301444723433413	46.684329369664475								13.943383652774346																																																																																																															
Caulobacter fusiformis				43.135230960642936			15.999985674962893		14.479180150706739		21.191399252183317	18.767387016305797		18.336987354496184	29.796198801421568			24.985523023608923	23.791068949712248	13.748333347597608	17.899402630177242		43.65221175560129	15.968654501171324		12.47451234840544	23.47257035605649	56.37793796979286	19.102442269903477			23.0				17.990091695121638	31.491068433009914				18.752192974648523				32.06374179614615																																																																																																							
Caulobacter henricii						20.798209491115685					13.521276952003586			21.328436651720494	26.69020209932092				37.197853471521356				54.022432570528075	30.440282501791106																				16.589084916842275																																					16.304413032010707																																																																			
Caulobacter hibisci																																																																																	349.84605178893594																																																																			
Caulobacter mirabilis		23.997899311598967		27.73099389113873		24.070847427207607			29.158072589776978		54.57221545228405	52.68436286984952		31.47869524236945	32.3391970634242				13.162368167177545	47.114539195907966		17.852710857786622	23.220703146028143		32.64277952277091			28.55133593132703	18.262368477575194					28.942346829192907			15.771788333146931			20.00012233645018		34.58382804932229	27.904278213235642	35.27738132748735	33.42294092320374																																																																																																							
Caulobacter profundus																																																																																	273.26208709951146	16.393087608363068																																																																		
Caulobacter rhizosphaerae			20.51515522868557			29.668798971670785				39.97567724568454	52.09943091901668			60.945183553348606						19.045646633464333	44.29797935799824	63.88732412763135	120.47439694891547	92.94964041230324	18.041288678398658	14.910227879401562	34.847577609130624	40.341257073738525									28.97699012539086		18.98748044299675					26.907091364729155	84.21354996463442																																				20.424780333378575																																																																			
Caulobacter segnis		12.370864386394839				12.59141129840434					39.69873808093122			60.255984078103545							37.08504937542949		54.530067335327004	57.30823079640279		28.620784396700117	57.67985203481289	117.09972110381895									81.67534503577437				30.247807025347228			28.26833913921627	66.45500323290248																																3.0																																																																							
Caulobacter sp. K31			22.48484477131444			12.974618557950649	50.0				17.26183553552256					58.00565162529245		43.000661382403315			30.430240283758106		38.19891334589713					12.788897737412631								180.9999999963041									21.483586067815953																																																																																																							
Caulobacter vibrioides		14.430272140060891							23.758143340502638			30.11098589470312		11.579508500356464							14.295626633021062		17.495877838131012					10.72796798532613	21.95021366931051															27.111157239041844	14.604832043877582																																																																																																							
Caulobacteraceae bacterium OTSz_A_272				18.0		10.0						10.999990058226853			52.0												19.0	10.999712732084543								12.0	21.0					12.0																																																																																																										
Cavicella subterranea											40.00240102111616																								16.0		17.033312192295245																	1.0																																																																																														
Cedecea neteri																																																																																																																																											22.026173569430085									
Cellulosilyticum lentocellum																																								18.0	11.0																																																																																																											
Cellulosilyticum ruminicola																																										30.0																																																																																																										
Cellulosilyticum sp. WCF-2																																																																																									13.0							76.29141891326044																																	44.999999999988034																			
Cellvibrio fibrivorans																																				11.344540098215564								15.203261612667198																																																																																																								
Cellvibrio gandavensis																		18.143261413958513								32.000002625919144			24.013964097240173			13.989485772202597					19.955651811527762						12.000122347612706																																																																																																									
Cellvibrio japonicus			57.85444193678679								15.941596119941073															128.87736493768142															24.75508254046349																																																																																																											
Cellvibrio mixtus														13.271752789426186					13.312844633190998																																																																																																																																	
Cellvibrio sp. KY-GH-1		47.92773654685993	71.10311439890292	88.97913459309214							100.66584037366337			78.99010369342119	21.999997227016603	19.0		59.05065997147761	47.23759539329462							46.91355616512811	123.90609500103147		60.0490941142145	19.98819086151081	10.0	61.0125714197738	24.996169342466626	47.78376964552562	61.69419926920651	134.14348531208898	42.2800350910729				31.257845535743932			260.6631857673339	23.013432625168964																																																																																																							
Cellvibrio sp. KY-YJ-3				25.02093577674136					22.11950796682683		41.784068944610546							22.806078614563866		29.44768584217905							135.093904998968		24.461579343894094	88.01180913848918		49.010432274175784	43.0038306576859			391.35972524041176	36.013030493284205				15.008533640068098		31.99987792716627	24.123870148012987																																																																																																								
Cellvibrio sp. PSBB006		60.56050248729501	17.178763622279142			50.55995058222639					26.06681484223947			296.4160723243784					309.03755191568354			33.000000000591925				20.750259535200552			180.83837597413415			14.987541150501304	15.999342213753733	18.433032883435853	20.280996969310674	24.14141948435046	43.979479039628				106.42098076834458	23.994991178654512		70.79668303386352	99.02055692196508																															14.0																																																																								
Cellvibrio sp. PSBB023		24.83644006408505												23.615139206194296					17.33155668845376	26.552314157820945																																																																																																																																
Cephaloticoccus primus			12.17825253682671						18.336363763864906					13.498032281386633												33.00600138735797	22.827559467968268							23.634837861491647						21.347674986161675	35.589016606014866																																																																																																											
Cerasibacillus quisquiliarum																																								18.079763985044707																																																																																																												
Cetobacterium somerae																																																																																																																																	2417.640449799197																			
Chelatococcus daeguensis												17.417210274360755			34.931074514541386																								13.616564418561563																																																																																																													
Chelatococcus reniformis						12.578416516032664						40.58210461045874			95.10337654965522					20.626946113999747																			12.660826120955505																																																																																																													
Chelatococcus thermostellatus												13.32568718771719																																																																																																																																								
Chiayiivirga flava	28.99999833952587	64.90035274021785	16.369011257475865	30.54892635271945		80.46046510593234	75.49822662512304	29.949774035002942	31.623458808320198	23.99929574079258	39.92160805453099	28.999686554186287	22.999998125053505	57.02982515046466	75.2522699826397	104.07112194694186	48.0133337598965	45.040710384762	101.16407175541868	25.234429870120948			24.000000163884398	22.0	31.995766719326127	62.99999999847373	67.85934695111685	37.00809060384036	184.86138555651814	16.0	14.0	33.46931736830214	67.25883235028081	65.63298228726902	67.04730418073902	95.54225988470137	243.77870856993167	41.00000001009115		46.02451889513497	50.34591800173216	48.712129637435005	25.85907625088055	30.000012588742127	41.0262465547776																															10.0																																																																								
Chitinibacter tainanensis																																		163.43830962338131																																																																																																																		
Chitinimonas lacunae	20.19592214075867					30.13332624597645	32.1950411446599	17.069199240196337	38.236377342058475		14.933454573668087	52.71833724178035		46.47315554563612	30.07586993475527				29.084703063249684	32.505691447829776		27.22458661390086			183.92992310130367	42.41577712935085	67.01958370399214	41.454788346886225				32.7543316260005	40.98830428671752	63.37260498614247	38.856784192117566	36.82193990703842	146.93997094831698	63.5355314575027	18.065204131852774	114.09624841712488	35.690954206685845	57.297764305772574																																																																																																										
Chitinimonas taiwanensis																																20.013895466487266																																																																																																																				
Chitinophaga arvensicola									53.48020469504893																																		18.004833550379516																																																																																																									
Chitinophaga aurantiaca																					15.174975816796277		43.093431418156776	18.645579685312892																																																																																																																												
Chitinophaga cymbidii																33.188691829212516																																																																																																																																				
Chitinophaga filiformis						59.079581389083636	13.690952402274355		16.727069844982328							86.90318844684923		32.72995127107075		13.810783503170793			35.688639728211044	34.234768151356036	12.66822790695879			37.197980589129116														10.37193617714228			10.831060385453767																																																																																																							
Chitinophaga ginsengihumi						189.05815555933998	67.76281015969249			24.0			26.000000000000004			135.01148831886618		91.8404597571524			103.82539630421387	62.999999415888816	92.02202664753528	113.35442031628449				205.38040434179726										30.000000000000032							44.03309788877932																																																																																																							
Chitinophaga ginsengisegetis						14.00006453980775			28.477286950723204	11.000000072658253																						21.97612698187494							11.000000000000005						121.09394720709112																																																																																																							
Chitinophaga ginsengisoli	11.00043381217861					202.85335570798657	29.543501480351487		39.58248192672278		35.64978536862604		64.17002049645336	21.085230097407397		177.92855186133534	25.70758540088192	143.54685456237138	27.99999692561737	21.189216496829328	26.90784034597007	54.92236876617432	164.97721864495927	156.4205241390581	30.458652814893732			116.0547473813723								24.251858557418707					17.159879267517972	41.72083213916254	21.106951516870392	14.0	50.309362667608426																																																																																																							
Chitinophaga humicola																109.1058531127902		12.737752149995087									24.02828450579493		19.59152851982787																																																																																																																							
Chitinophaga japonensis						36.54522762679909	12.237190122060234									24.998511926168614		15.159539298586967										40.518996305829724																																																																																																																								
Chitinophaga oryziterrae			21.0																		33.868237681271985	40.9772300957374	122.47410517046323	183.69606062266288																					24.45226166382892																																																																																																							
Chitinophaga pinensis						117.20041526275429				84.9999815221782	90.02793869402807			21.914689380678368		31.93760992429495	41.716369966224434	98.08140026778072			29.207182835909098	14.673503705482231	138.07963671747135	143.12850502778946	67.90779163618447			14.757708514699061				92.63737913328472	25.65042234912455	26.995635117042085	20.979771109923888	24.508672644361702	30.61973282851777	26.998207523283934			23.36209072411072				84.30498718960555																																																																																																							
Chitinophaga rhizosphaerae																																					23.33917027980609																																																																																																															
Chitinophaga rupis						105.39572575651457																	12.157223219051687					10.000000742182833																																																																																																																								
Chitinophaga sancti																							14.367119442130694	14.451911681711335	64.0000006510293																																																																																																																											
Chitinophaga sedimenti											69.29181773800184				28.00000024567207											38.31606207190342																			19.000142069976253																																																																																																							
Chitinophaga soli			15.0			14.971322267460613					19.0097417803928					100.8324624606324		45.26224646583135	21.0						13.000000612927511																				22.0065518283992																																																																																																							
Chitinophaga sp. XS-30						17.796305066118766				31.094355123649642	38.562418592997936				30.882030361799146	64.78717736773986						40.036000096764866	18.231493919631365	23.125904495327806	39.78624726200061			61.880027051267824	33.82547068475405							16.740536919857618	20.54314463312559								42.00067929931309																																																																																																							
Chitinophaga taiwanensis																																28.88262304347421																																																																																																																				
Chondrocystis sp. NIES-4102																																																						23.0																	37.0							16.0	13.0	40.0	65.0			12.000000000000002																																																																
Chondromyces apiculatus	21.018179506985785	15.69257620595011		20.90070525217235		79.4530614327523	18.644006753113445	16.985406276965936	50.16140934240424		14.48841263911489	18.88101539341884			60.12840249961626				22.102601285840294	21.468964705073603	16.073071157336415	87.8073255234853	19.33906117084143	34.280916472660635	20.406961230299466		17.50769969745972	21.515736892296964			16.363305847095944	20.851368339065985		31.25399940104397			19.109285055607508	20.07698964589481	30.03091728234228	31.20306280675445		65.29698885493336	29.81338748818921		34.31527303974119																																																																																																							
Chondromyces crocatus	47.476466711584045	26.044242710608955		40.70570274851104		97.72300842403743	61.37626741581334	29.21472887404517	92.72378549802934		27.0440984106098	42.800007994226476	16.771289488968552	52.995795324005385	211.40392167645126	48.939911855461794		39.22161182655033	36.174561746996744	46.70922277516007	31.28277539917121	70.4322726599928	43.06883853111073	38.981250677188726	46.936057371626084	44.53831692988697	52.142588120341614	40.63947046739658	70.12880321284236			33.392534153469484		140.96340377796218	31.783519406235342	20.623350207015182	70.42439598884344	26.470243245447808	22.726332902165908	92.85929585344566	35.83726376241854	82.63132429141633	46.99725048292332	21.619382351081942	58.23701750871452																																																																																																							
Christensenella massiliensis														87.6083548724353																																								1.0																		89.55553820389551																						43.30642389721981		10.062364768270175	54.73078260916793	26.00000005775456		39.000000043738716	85.6911549189083	14.999999984789836		19.07942040349938	15.999999999999995	24.467041683524194		153.83855686803142						54.53896608897532	36.214378730832784	61.703732168227006	254.88993559598347	169.642809448745	425.008901414166	384.36345794479513	18.73827239231217	189.8032387866585	56.00000368855755	41.746688495855096	14.002573242925108		608.8573296253561		82.58116624588033	120.8387357685033	20.96097530452908		148.0065919126146	772.0000864038091	39.24895524345903	650.0488600060902	421.6471863134912	30.00864489709715	90.59099142427809	40.985673472539524	49.000883759830856		213.6167387907194	250.95497601684374		200.0430976479644		517.8438340347221
Christensenella minuta														26.81816438792307																																																										33.433057464287465				12.0																		25.46324303660873			24.26925971813661																	31.591355823143694		27.709171191069068	35.81203565844777	40.16784846805256	459.66347389939193	124.12782374768051		58.68269502704993		11.786749752508108			321.17534549902444		25.778348465396856				12.90858747100256	66.76150562494516	16.846221226691092	1400.370129889426	52.52894579076398						66.67685069795887	83.95492458125179		37.361981054623314		52.5825420385917
Christensenella sp. Marseille-P3954														97.45371529360399																																																										77.01140433181703																						245.09409556158263	22.0	26.86047706867629		55.99999993371568		27.000524968877173	15.999952038524466	51.76944975352499	59.00177745311583			552.701759021183		194.99998852433427	21.0	19.00133943721188	103.00015291240082			47.378932436824805	22.020880153373376	182.0749969185206	24.61048545028161	236.2059002407229	226.54552862845802	153.45493634736974	67.03193622197199	91.29159678090723	15.999999994967425	37.09968455560896			1080.8330996776856		65.5789314312315	66.00015027494125	28.749889518113257		197.6444438738252	139.14655565296422	46.99987726764835	434.4687318607276	177.96126512665901	31.99629298218225	42.979707450305995	291.5208645810063	68.99911659430563		47.61743358663332	179.62120409002392		368.0427350417778	37.0	214.782286688766
Christensenella timonensis														16.960535137987033																																																																																																				25.73546035027481			10.662318447973496	54.47667628352706	57.06691718334315	42.699289895216005		26.486090120479197					139.49284363374377							43.98798916229949		106.37511007854359	24.496127307884677						22.263356926444157	25.034833932750498		14.427018841332824		25.02857910281801
Chromatocurvus halotolerans				23.87008645959027					17.247590720424107																		38.10390369742756		18.58647551456347							18.091206328092497	22.39243365392532																																																																																																															
Chroococcidiopsis thermalis											44.244848616107575			32.40835750688569		24.263524839926184			31.58850184499639		21.61618004301135		31.496089782818483	16.071223994638675								59.983401946863786			64.06767427354778	28.487700084134183	51.83819959867364							20.426508315393967	12.19032522562028																																																																																																							
Chryseobacterium balustinum																																					14.69619091196241																																			10.0																																																																												
Chryseobacterium glaciei																																												21.000273577251765																																																																																																								
Chryseobacterium gregarium																																												40.06031845336943																																																																																																								
Chryseobacterium halperniae																																																																																	12.0																																																																			
Chryseobacterium indoltheticum																																					21.303809088037593							53.939407969378784	20.9859109602803																2.0031452873474054																																																																																							
Chryseobacterium lactis											87.00000000002069																								21.0										28.014089039719696																																																																																																							
